Bwd Packet Length Mean,Bwd Packet Length Std,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Min,Bwd IAT Std,Bwd Packets/s,Avg Packet Size,Avg Bwd Segment Size,Subflow Bwd Packets,Label
88.548386,223.315,8757218,486512.12,337,683300.25,2.951816,95.06,88.548386,31,1
1932.5,2181.0083,6006923,3003461.5,606,2686328.5,0.9987186,1290.3334,1932.5,6,5
2319,3170.4038,219993,73331,4,108586.016,13.9548645,1351.8889,2319,5,4
85.78125,220.24059,9967012,498350.6,526,755530.75,2.7064562,89.98113,85.78125,32,1
2900.25,3563.297,9631,4815.5,244,398213.34,5.67814,1661,2900.25,4,3
0,0,224,224,224,0,4464.2856,9.333333,0,1,1
1932.5,1754.8314,83900000,16800000,0,56920.316,0.07136641,991.4167,1932.5,6,4
44.666668,72.23111,70760,23586.666,37,47929.82,42.396835,48.57143,44.666668,3,1
85.78125,220.24059,10400000,520859.94,335,794291.75,2.5915477,89.679245,85.78125,32,1
0,0,241,241,241,0,4149.3774,9.333333,0,1,1
85.78125,220.24059,9672975,483648.75,506,747303.3,2.7779024,89.679245,85.78125,32,1
12.533334,14.54975,6393039,799129.9,242,1343546.6,1.57111,13.125,12.533334,15,1
12.533334,14.54975,5942297,742787.1,3,1204144.4,1.7605251,12.458333,12.533334,15,1
0,0,0,0,0,0,25000,0,0,1,2
0,0,5893968,2946984,711,0,0.16966498,0,0,1,2
12.533334,14.54975,6057349,757168.6,3,1233153,1.6923295,12.25,12.533334,15,1
1932.5,1496.9142,340952,170476,545,152407.77,17.560856,1290.3334,1932.5,6,5
12.533334,14.54975,6394898,799362.25,227,1258086.9,1.634163,12.166667,12.533334,15,1
6,0,1029061,514530.5,513437,1500.4806,2.9137077,3,6,3,1
0,0,4882924,1627641.4,191,0,0,7.5,0,0,3
0,0,525,262.5,3,0,1904.762,0,0,1,5
0,0,5166942,2583471,933,0,0.19353807,0,0,1,2
85.78125,220.24059,10100000,505711.06,608,776095.5,2.6618738,89.679245,85.78125,32,1
48,0,66003369,66003370,66003369,0,0.030275205,60,48,2,0
2319,4414.366,100000000,14300000,1,76177.58,0.049770284,918.53845,2319,5,4
86,0,3,3,3,0,83.5771,68.5,86,2,0
0,0,5108635,2554317.5,848,0,0.195747,0,0,1,2
12.533334,14.54975,5522401,690300.1,48,1165257.9,1.7998562,12.541667,12.533334,15,1
0,0,368,368,368,0,2717.3914,9.333333,0,1,1
12.533334,14.54975,6544151,818018.9,220,1419830.4,1.475823,12.166667,12.533334,15,1
0,0,5032518,2516259,673,0,0.19870768,0,0,1,2
0,0,5582364,2791182,883,0,0.17913558,0,0,1,6
12.533334,14.54975,6433901,804237.6,3,1255356,1.6799532,11.916667,12.533334,15,1
0,0,5327032,2663516,893,0,0.18772179,0,0,1,6
12.533334,14.54975,6093987,761748.4,51,1277555.4,1.6495043,12.25,12.533334,15,1
12.533334,14.54975,5781280,722660,3,1239311.2,1.6886805,12.25,12.533334,15,1
0,0,5900259,2950129.5,682,0,0.16948408,0,0,1,2
2,0,684,684,684,0,1461.9883,4,2,1,5
83.181816,217.28574,9521130,453387.16,523,731695.75,2.8595643,86.70909,83.181816,33,1
2320.2,3022.508,21466,10733,291,256466.73,9.229929,1453.375,2320.2,5,3
12.533334,14.54975,6182961,772870.1,4,1233748.5,1.7069775,12.458333,12.533334,15,1
2,0,591,591,591,0,1692.0474,4,2,1,5
0,0,5989207,2994603.5,745,0,0.16696702,0,0,1,2
85.78125,220.24059,10600000,527896.5,374,827695,2.5003557,89.679245,85.78125,32,1
0,0,5399482,2699741,688,0,0.18520296,0,0,1,2
83.181816,217.28574,9872123,470101.1,214,717812.5,2.8959274,86.41818,83.181816,33,1
0,0,5361780,2680890,830,0,0.18650523,0,0,1,2
0,0,5934163,2967081.5,940,0,0.16851576,0,0,1,2
0,0,249,249,249,0,4016.0642,9.333333,0,1,1
85.78125,220.24059,11600000,550276.5,325,861563,2.3997736,88.01852,85.78125,32,1
85.78125,220.24059,9686321,484316.06,544,751352.06,2.755124,89.679245,85.78125,32,1
12.533334,14.54975,6086256,760782,211,1220983.9,1.7167095,12.916667,12.533334,15,1
0,0,9984972,9984972,9984972,0,0,0,0,0,4
6,0,1005242,502621,502019,717.0063,2.982217,3,6,3,1
12.533334,14.54975,6706485,838310.6,223,1353493.2,1.5448576,11.875,12.533334,15,1
6,0,1000293,500146.5,500031,327.39044,2.9981651,3,6,3,1
1932.5,1754.8314,68000000,9713871,1,12771.534,0.08820085,853.5714,1932.5,6,4
0,0,0,0,0,0,11111.111,0,0,1,1
12.533334,14.54975,5860961,732620.1,250,1244791.4,1.6790733,12.375,12.533334,15,1
2319,4414.366,83000000,11900000,3,65335.34,0.060171165,917.2308,2319,5,4
1656.4286,2429.1187,98400000,19700000,2,40200000,0.07113351,920.9231,1656.4286,7,4
2,0,453,453,453,0,2207.5056,4,2,1,5
12.533334,14.54975,5816420,727052.5,2,1183199.1,1.7649928,11.791667,12.533334,15,1
57,0,50,50,50,0,11173.185,59.25,57,2,0
2319,4414.366,101000000,12600000,0,49391.453,0.049691033,854.0714,2319,5,4
0,0,213,213,213,0,4694.8354,9.333333,0,1,1
12.533334,14.54975,6052236,756529.5,238,1153864.8,1.7497433,12.333333,12.533334,15,1
0,0,5222218,2611109,842,0,0.19148952,0,0,1,6
85.78125,220.24059,10100000,506185.44,591,815292.7,2.535368,89.679245,85.78125,32,1
0,0,218,218,218,0,4587.156,9.333333,0,1,1
12.533334,14.54975,5474690,684336.25,48,1193451.2,1.7589929,12.708333,12.533334,15,1
12.533334,14.54975,6209650,776206.25,2,1187425.5,1.780299,12.541667,12.533334,15,1
2,0,285,285,285,0,3508.772,4,2,1,5
12.533334,14.54975,5802198,725274.75,223,1252633.5,1.670325,12.833333,12.533334,15,1
0,0,218,218,218,0,4587.156,9.333333,0,1,1
12.533334,14.54975,6590947,823868.4,273,1420897.4,1.4765753,12.208333,12.533334,15,1
1656.4286,3174.6018,84400000,21100000,2,34400000,0.08279002,998.5,1656.4286,7,4
0,0,239,239,239,0,4184.1006,9.333333,0,1,1
85.78125,220.24059,9686308,484315.4,356,764506.7,2.718967,89.679245,85.78125,32,1
0,0,5051034,2525517,831,0,0.19797927,0,0,1,2
648.1111,920.8764,263032,26303.2,0,5293870.5,0.58954275,326.65,648.1111,9,0
0,0,249,249,249,0,4016.0642,9.333333,0,1,1
1933.5,1998.0254,89900000,12800000,1,15644.025,0.0667439,833.0714,1933.5,6,3
44.666668,72.23111,70987,23662.334,45,48377.418,42.26126,48.714287,44.666668,3,1
2900.25,3345.637,88300000,11000000,1,719583.94,0.04467201,897.61536,2900.25,4,3
6,0,0,0,0,0,5291.0054,5,6,1,5
6,0,0,0,0,0,8000,9,6,1,1
6,0,0,0,0,0,8928.571,5,6,1,5
44.666668,72.23111,80497,26832.334,20,55198.168,37.26847,49.142857,44.666668,3,1
12.533334,14.54975,6527763,815970.4,265,1431515.8,1.4651943,12.291667,12.533334,15,1
0,0,5553195,2776597.5,895,0,0.18007651,0,0,1,2
0,0,8445743,2815247.8,334,0,0,7.5,0,0,3
1656.4286,2565.8508,98900000,14100000,1,14134.723,0.0707557,799.93335,1656.4286,7,4
1656.4286,2277.2324,116000000,19300000,1980,47200000,0.06049377,854.5714,1656.4286,7,4
2,0,595,595,595,0,1680.6722,4,2,1,5
83.181816,217.28574,9559666,503140.3,746,724791.5,2.8619385,89.679245,83.181816,33,1
0,0,217,217,217,0,4608.295,9.333333,0,1,1
12.533334,14.54975,6309312,788664,1,1287314.4,1.6231393,12.458333,12.533334,15,1
83.181816,217.28574,10500000,527281.6,303,768784.3,2.7419858,88.01852,83.181816,33,1
12.533334,14.54975,6334297,791787.1,3,1292424.8,1.6165947,12.25,12.533334,15,1
0,0,5535654,2767827,726,0,0.18064713,0,0,1,6
83.181816,217.28574,9961756,498087.8,49,813569.7,2.6280928,88.01852,83.181816,33,1
0,0,5155899,2577949.5,868,0,0.19395259,0,0,1,6
0,0,5213705,2606852.5,901,0,0.19180219,0,0,1,2
12.533334,14.54975,6039819,754977.4,230,1221241.8,1.690689,12.333333,12.533334,15,1
1934.5,2177.345,673,336.5,49,348470.94,7.6904345,1292.5555,1934.5,6,3
1933.5,1757.7899,12030,6015,3,249811.14,10.443119,1291.8889,1933.5,6,3
1933.5,2189.773,79400000,11300000,1,330178.7,0.074849166,833.0714,1933.5,6,3
6,0,0,0,0,0,5405.4053,3,6,1,5
0,0,5168188,2584094,720,0,0.19349141,0,0,1,2
6,0,1024004,512002,509209,4034.7512,2.9275804,3,6,3,1
2319,3774.2375,98700000,16400000,1,4900.2056,0.050664186,993.6667,2319,5,4
6,0,1030134,515067,514504,647.70984,2.9110217,3,6,3,1
0,0,351,351,351,0,0,0,0,0,6
69,0,0,0,0,0,32.69256,87.5,69,1,0
12.533334,14.54975,6403893,800486.6,205,1353697.1,1.5479,12.25,12.533334,15,1
12.533334,14.54975,6016595,752074.4,4,1299097.9,1.612413,12.416667,12.533334,15,1
6,0,0,0,0,0,14285.714,5,6,1,5
6,0,995996,497998,496792,1905.6528,3.0107272,3,6,3,1
12.533334,14.54975,5806817,725852.1,213,1339721.2,1.5804834,12.25,12.533334,15,1
0,0,217,217,217,0,4608.295,9.333333,0,1,1
85.78125,220.24059,10100000,506465.6,270,741396.44,2.7754047,89.679245,85.78125,32,1
2,0,605,605,605,0,1652.8926,4,2,1,5
83.181816,217.28574,10200000,486196.44,505,764674.2,2.690009,86.41818,83.181816,33,1
85.78125,220.24059,10200000,511130,458,770098.1,2.740298,89.679245,85.78125,32,1
42.333332,73.32349,6113,1528.25,3,2655.186,490.75742,36.875,42.333332,3,5
214.75,429.5,181551,90775.5,23273,100883.02,10.744976,185,214.75,4,0
12.533334,14.54975,6450536,806317,49,1297240.6,1.6152943,11.875,12.533334,15,1
12.533334,14.54975,5999903,749987.9,49,1222754.6,1.708307,12.291667,12.533334,15,1
0,0,266,266,266,0,3759.3984,9.333333,0,1,1
0,0,192,192,192,0,10416.667,7,0,2,1
0,0,4,4,4,0,0,0,0,0,6
44.666668,72.23111,237788,79262.664,50,165881.6,12.61628,48.57143,44.666668,3,1
12.533334,14.54975,5830566,728820.75,1,1238131.1,1.693185,12.208333,12.533334,15,1
0,0,5530954,2765477,708,0,0.18080063,0,0,1,2
6,0,0,0,0,0,13513.514,3,6,1,5
0,0,2990624,2990624,2990624,0,0,0,0,0,4
0,0,367,367,367,0,2724.7957,9.333333,0,1,1
0,0,1391694,463898,48,0,0,9.25,0,0,0
6,0,0,0,0,0,6134.969,3,6,1,5
0,0,5470330,2735165,822,0,0.18280433,0,0,1,2
0,0,5646956,2823478,874,0,0.17708656,0,0,1,2
2319,3003.1711,66200000,11000000,1,64420.973,0.075341366,997.8333,2319,5,4
12.533334,14.54975,6607424,825928,3,1377539.4,1.5219504,12.333333,12.533334,15,1
12.533334,14.54975,5956975,744621.9,2,1276285,1.6529672,12.375,12.533334,15,1
0,0,217,217,217,0,4608.295,9.333333,0,1,1
2,0,593,593,593,0,1686.3407,4,2,1,5
0,0,257,257,257,0,3891.0505,9.333333,0,1,1
88.548386,223.315,10200000,564538.75,477,762258.1,2.6407266,95.06,88.548386,31,1
0,0,10,10,10,0,0,14,0,0,1
12.533334,14.54975,5900878,737609.75,228,1206753.4,1.7137603,12.083333,12.533334,15,1
12.533334,14.54975,6743245,842905.6,220,1279263.8,1.6579088,12.166667,12.533334,15,1
12.533334,14.54975,5762057,720257.1,1,1299447.9,1.6207837,12.375,12.533334,15,1
0,0,239,239,239,0,4184.1006,9.333333,0,1,1
0,0,5410992,2705496,889,0,0.184809,0,0,1,6
85.78125,220.24059,8670170,433508.5,716,715675.5,2.8960218,89.679245,85.78125,32,1
12.533334,14.54975,5961151,745143.9,3,1174887.6,1.7013748,12,12.533334,15,1
35.25,61.910553,216764,54191,35,123646.94,18.453249,39.444443,35.25,4,1
535.7692,636.9248,3559214,355921.4,529,677123.06,3.6524918,388.875,535.7692,13,0
83.181816,217.28574,9751611,513242.7,352,787981.7,2.7433965,89.679245,83.181816,33,1
2,0,750,750,750,0,1333.3334,4,2,1,5
0,0,5207925,2603962.5,915,0,0.19201505,0,0,1,6
713.23334,686.12915,115293313,3975631.5,4,4956219.5,0.2602059,383.01666,713.23334,30,0
12.533334,14.54975,5634875,704359.4,1,1145508.1,1.7972062,12.166667,12.533334,15,1
44.666668,72.23111,68488,22829.334,58,46371.355,43.803295,48.714287,44.666668,3,1
83.181816,217.28574,9966771,524566.9,894,804319.8,2.6175933,89.679245,83.181816,33,1
85.78125,220.24059,9534376,454017.9,419,731874.44,2.8040345,88.01852,85.78125,32,1
12.533334,14.54975,6756226,844528.25,3,1453154.8,1.440865,12.333333,12.533334,15,1
1656.4286,1760.5973,99500000,19900000,4,40600000,0.07022705,918.6923,1656.4286,7,4
12.533334,14.54975,5568550,696068.75,217,1195202.2,1.766644,12.291667,12.533334,15,1
0,0,217,217,217,0,4608.295,9.333333,0,1,1
1449.375,2046.6735,84900000,14100000,2,32100000,0.09410285,799.6,1449.375,8,4
8.109091,16.485317,91175,3256.25,8,10405.145,603.23553,1632.8928,8.109091,55,1
2321.4,3173.3738,89100000,11100000,1,387874.5,0.055655975,833.9286,2321.4,5,3
0,0,5994811,2997405.5,887,0,0.16681093,0,0,1,2
12.533334,14.54975,5677415,709676.9,239,1158634.5,1.7605917,12.125,12.533334,15,1
6,0,996661,498330.5,497448,1583.212,3.0083601,3,6,3,1
85.78125,220.24059,9794329,445196.78,414,761114.7,2.6849837,86.41818,85.78125,32,1
83.181816,217.28574,10500000,524823.94,16,803042.06,2.5981407,88.31481,83.181816,33,1
12.533334,14.54975,5526121,690765.1,223,1172712.8,1.7862248,12.208333,12.533334,15,1
0,0,234,234,234,0,4273.5044,9.333333,0,1,1
6,0,2,1,1,0,443.26242,7.5,6,1,0
85.78125,220.24059,10300000,516067.3,349,790457.9,2.6017482,89.679245,85.78125,32,1
0,0,5951501,2975750.5,704,0,0.16802484,0,0,1,2
0,0,0,0,0,0,8130.0815,0,0,1,1
83.181816,217.28574,9580617,456219.84,525,731827.56,2.8463922,86.41818,83.181816,33,1
6,0,998141,499070.5,496249,4291.431,3.0041337,3,6,3,1
0,0,3003647,1501823.5,999643,0,0,0,0,0,4
0,0,8372,8372,8372,0,0,37,0,0,0
88.548386,223.315,10200000,464387.22,355,768912.94,2.6150343,88.01852,88.548386,31,1
6,0,997255,498627.5,497227,2186.3743,3.0058072,3,6,3,1
153.32433,321.76044,12000000,459779.16,2,735156.3,2.7353384,140.01562,153.32433,37,1
85.78125,220.24059,9889214,449509.72,491,752558.25,2.6887205,86.41818,85.78125,32,1
0,0,5224991,2612495.5,889,0,0.19138789,0,0,1,2
12.533334,14.54975,5846777,730847.1,3,1305242.6,1.6104754,12.208333,12.533334,15,1
0,0,1305,652.5,48,0,766.2835,0,0,1,5
6,0,1024552,512276,509744,3841.7112,2.9267893,3,6,3,1
12.533334,14.54975,6042269,755283.6,3,1277839.5,1.6339952,12.416667,12.533334,15,1
6,0,0,0,0,0,10989.011,9,6,1,1
0,0,5017279,2508639.5,895,0,0.19931123,0,0,1,2
44.666668,72.23111,71737,23912.334,43,48643.29,41.819424,48.57143,44.666668,3,1
12.533334,14.54975,5972142,746517.75,4,1208896.4,1.731301,12.416667,12.533334,15,1
0,0,737,368.5,1,0,1356.852,0,0,1,5
0,0,242,242,242,0,4132.2314,9.333333,0,1,1
2901.75,5795.5005,591,295.5,6,508167.62,4.539584,1661.8572,2901.75,4,3
2326.4,4437.056,12600000,1397361.1,0,5936774.5,0.28457096,799.6667,2326.4,5,4
12.533334,14.54975,6667480,833435,4,1371833.8,1.5241013,12.458333,12.533334,15,1
85.78125,220.24059,9468189,430372.22,405,741447.3,2.794585,86.41818,85.78125,32,1
1656.4286,2566.8853,118000000,11800000,1,47400000,0.059224058,730.2222,1656.4286,7,4
0,0,2999932,428561.72,49,0,0.33334088,103.888885,0,1,4
0,0,5922799,2961399.5,707,0,0.1688391,0,0,1,6
0,0,5959130,2979565,692,0,0.16780972,0,0,1,2
0,0,232,232,232,0,4310.3447,9.333333,0,1,1
88.548386,223.315,8526672,473704,345,668664.8,3.0247824,95.06,88.548386,31,1
2,0,694,694,694,0,1440.9222,4,2,1,5
0,0,848,424,50,0,1179.2452,0,0,1,5
85.78125,220.24059,10900000,493264.47,467,872116.5,2.3744376,86.41818,85.78125,32,1
12.533334,14.54975,5904536,738067,4,1244731.8,1.6858213,12.208333,12.533334,15,1
44.666668,72.23111,63593,21197.666,20,43023.203,47.175003,48.714287,44.666668,3,1
44.666668,72.23111,64922,21640.666,38,43983.457,46.209297,48.714287,44.666668,3,1
0,0,250,250,250,0,4000,9.333333,0,1,1
12.533334,14.54975,5758550,719818.75,228,1269116.2,1.649296,12.833333,12.533334,15,1
12.533334,14.54975,6143640,767955,3,1231107.2,1.713259,12.083333,12.533334,15,1
12.533334,14.54975,6141070,767633.75,200,1278522.5,1.6441743,12.125,12.533334,15,1
0,0,5609048,2804524,874,0,0.17828338,0,0,1,2
12.533334,14.54975,5707871,713483.9,3,1153256.2,1.8102227,12.75,12.533334,15,1
12.533334,14.54975,5992672,749084,48,1248824.5,1.6758237,12,12.533334,15,1
91,182,3859293,1286431,701,2618786,0.4514101,120.75,91,4,2
85.78125,220.24059,10000000,456381,434,754178.44,2.7209053,86.41818,85.78125,32,1
0,0,5313804,2656902,895,0,0.1881891,0,0,1,6
85.78125,220.24059,10600000,529075.9,315,790204.9,2.6246185,89.679245,85.78125,32,1
12.533334,14.54975,5035181,629397.6,247,1133392.9,1.8525581,12.291667,12.533334,15,1
0,0,513,256.5,49,0,1949.3177,0,0,1,5
12.533334,14.54975,5899434,737429.25,3,1316082.4,1.597275,12.25,12.533334,15,1
1932.5,2181.0083,98300000,12300000,2,60211.535,0.06096958,797.06665,1932.5,6,4
12.533334,14.54975,6357131,794641.4,4,1278955.1,1.6396319,12,12.533334,15,1
0,0,238,238,238,0,4201.6807,9.333333,0,1,1
83.181816,217.28574,12800000,610247.5,483,876426.06,2.199064,86.41818,83.181816,33,1
0,0,202,202,202,0,4950.495,9.333333,0,1,1
557.65,911.3828,60800000,3378890.2,226,4906433.5,0.2850221,328.30768,557.65,20,0
426.75,853.5,904494,301498,755,2660318.8,0.6772637,258.125,426.75,4,6
6,0,0,0,0,0,41666.668,9,6,1,1
0,0,5807581,2903790.5,866,0,0.17218873,0,0,1,2
0,0,48067,12016.75,1,0,0,7.2,0,0,3
12.533334,14.54975,5697629,712203.6,3,1185911.4,1.7524263,12.333333,12.533334,15,1
103,0,3,3,3,0,12987.013,81.5,103,2,0
2900.25,4128.3193,14022,7011,336,719932.75,3.1539001,1661,2900.25,4,3
6,0,0,0,0,0,29411.766,9,6,1,1
85.78125,220.24059,11100000,556052.5,418,837601.44,2.4600744,89.679245,85.78125,32,1
12.533334,14.54975,6411293,801411.6,3,1279689.5,1.6433609,11.833333,12.533334,15,1
6,0,0,0,0,0,1000000,9,6,1,1
12.533334,14.54975,5643477,705434.6,4,1200562.8,1.7093133,12.333333,12.533334,15,1
584.5,651.7809,649538,54128.168,1,102804.164,12.316446,263.66666,584.5,8,0
12.533334,14.54975,5779154,722394.25,207,1235385.2,1.6939508,12.375,12.533334,15,1
44.666668,72.23111,54896,18298.666,23,36816.223,54.648792,48.714287,44.666668,3,1
12.533334,14.54975,6238544,779818,3,1308272.1,1.5990435,12.166667,12.533334,15,1
12.533334,14.54975,6167713,770964.1,4,1311279.8,1.5933956,12.208333,12.533334,15,1
12.533334,14.54975,5925377,740672.1,258,1277739.4,1.6368338,12.291667,12.533334,15,1
12.533334,14.54975,5683603,710450.4,3,1235941.9,1.6661159,12.666667,12.533334,15,1
91,182,3875213,1291737.6,848,2622486.8,0.45047125,120.75,91,4,2
6,0,18400000,18400000,18400000,0,0.108550504,3,6,2,5
1656.4286,1547.7377,85500000,14300000,1,97222.74,0.08174308,877.6429,1656.4286,7,4
2900.25,4128.3193,26750,13375,286,70271.914,24.996563,1661,2900.25,4,3
0,0,0,0,0,0,10101.01,0,0,1,1
6,0,0,0,0,0,12195.122,5,6,1,5
179,0,3,3,3,0,9090.909,115,179,2,0
0,0,990,495,48,0,1010.101,0,0,1,5
63,0,1,1,1,0,39.625145,60.75,63,2,0
0,0,604,302,63,0,1655.6292,0,0,1,5
2900.25,4128.3193,80300000,11500000,1,948901.25,0.04878758,971.9167,2900.25,4,3
83.181816,217.28574,10200000,534370.9,275,746033.5,2.790254,89.679245,83.181816,33,1
0,0,5818140,2909070,915,0,0.17187624,0,0,1,2
0,0,5392841,2696420.5,884,0,0.18543102,0,0,1,2
12.533334,14.54975,5760161,720020.1,3,1240695.2,1.6832185,12.291667,12.533334,15,1
6,0,1029445,514722.5,513821,1436.1339,2.913006,3,6,3,1
0,0,217,217,217,0,4608.295,9.333333,0,1,1
12.533334,14.54975,6736862,842107.75,3,1342347.1,1.5709404,11.916667,12.533334,15,1
12.533334,14.54975,6281947,785243.4,16,1216218.2,1.7034703,12.25,12.533334,15,1
12.533334,14.54975,6116002,764500.25,37,1234282.6,1.7092912,11.833333,12.533334,15,1
0,0,5589897,2794948.5,871,0,0.17889418,0,0,1,2
85.78125,220.24059,10300000,488753.34,234,760413.2,2.6888912,88.01852,85.78125,32,1
85.78125,220.24059,11600000,578361.8,410,891187.75,2.3456762,89.679245,85.78125,32,1
0,0,4179392,1393130.6,320,0,0,7.5,0,0,3
3753.86,2363.8813,24700000,41968.875,0,225933.6,17.637777,1608.1062,3753.86,436,1
0,0,251,251,251,0,3984.0637,9.333333,0,1,1
0,0,5963014,2981507,707,0,0.16770042,0,0,1,2
0,0,348,348,348,0,2873.5632,9.333333,0,1,1
0,0,0,0,0,0,50000,0,0,1,0
0,0,5523862,2761931,928,0,0.18103276,0,0,1,2
12.533334,14.54975,5332440,666555,218,1150022.1,1.7995514,12.541667,12.533334,15,1
1932.5,2181.0083,85700000,8571960,1,199446.98,0.06999526,740.1177,1932.5,6,4
85.78125,220.24059,9660337,483016.84,436,711982.2,2.8843048,89.679245,85.78125,32,1
85.78125,220.24059,10700000,533549,529,827948.6,2.5054502,89.679245,85.78125,32,1
6,0,0,0,0,0,62500,9,6,1,1
0,0,239,239,239,0,4184.1006,9.333333,0,1,1
0,0,5527422,2763711,694,0,0.18091616,0,0,1,2
0,0,877,438.5,49,0,1140.2509,0,0,1,5
562.1429,635.9029,719458,65405.273,3,47630.867,9.729547,235.21053,562.1429,7,0
0,0,618,309,49,0,1618.1229,0,0,1,5
0,0,0,0,0,0,16949.152,0,0,1,0
12.533334,14.54975,5997468,749683.5,219,1244318.4,1.6901567,12.208333,12.533334,15,1
6,0,55200000,55200000,55200000,0,0.0362507,3,6,2,5
12.533334,14.54975,5935040,741880,3,1281338.9,1.6333834,11.875,12.533334,15,1
44.666668,72.23111,224749,74916.336,3,157153.78,13.348224,49.142857,44.666668,3,1
6,0,0,0,0,0,8547.009,5,6,1,5
6,0,0,0,0,0,9174.312,5,6,1,5
0,0,228,228,228,0,4385.965,9.333333,0,1,1
12.533334,14.54975,5660091,707511.4,1,1174575.6,1.7790142,12.041667,12.533334,15,1
0,0,5364141,2682070.5,892,0,0.18642314,0,0,1,6
6,0,0,0,0,0,10869.565,5,6,1,5
12.533334,14.54975,6663350,832918.75,249,1290584.5,1.6117706,12.458333,12.533334,15,1
1932.5,2179.547,100000000,16700000,1,50919.43,0.05994434,914.3077,1932.5,6,4
12.533334,14.54975,6078146,759768.25,4,1252550.9,1.6602116,12.375,12.533334,15,1
0,0,208,208,208,0,4807.6924,9.333333,0,1,1
12.533334,14.54975,4894817,611852.1,4,1098137.6,1.9042686,12.5,12.533334,15,1
85.78125,220.24059,10900000,546391.5,626,877249.2,2.4059854,89.679245,85.78125,32,1
0,0,905,905,905,0,1104.9724,9.333333,0,1,1
0,0,242,242,242,0,4132.2314,9.333333,0,1,1
1196.1538,812.4066,40900000,1364575.1,3,3226234.8,0.8418953,695.3,1196.1538,39,0
88.548386,223.315,10200000,568395.94,410,782932.44,2.6309724,95.38,88.548386,31,1
12.533334,14.54975,5255049,656881.1,48,1141987.8,1.8295472,12.041667,12.533334,15,1
0,0,0,0,0,0,16949.152,0,0,1,1
12.533334,14.54975,5923632,740454,3,1230767.2,1.699487,12.458333,12.533334,15,1
1932.5,2181.0083,6003832,3001916,779,2684903,0.9992351,1290.3334,1932.5,6,5
0,0,5071729,2535864.5,683,0,0.19717142,0,0,1,2
1932.5,2181.0083,352035,176017.5,812,157379.94,16.991295,1290.3334,1932.5,6,5
44.666668,72.23111,77144,25714.666,22,52673.797,38.888313,48.714287,44.666668,3,1
0,0,237,237,237,0,4219.409,9.333333,0,1,1
0,0,244,244,244,0,4098.361,9.333333,0,1,1
0,0,5841944,2920972,685,0,0.1711759,0,0,1,2
12.533334,14.54975,6582275,822784.4,3,1322934.1,1.5824921,12.291667,12.533334,15,1
92.5,185,4783810,1594603.4,724,2826028,0.40875328,94.125,92.5,4,2
1932.5,2181.0083,101000000,12600000,1,106212.48,0.059466206,819.8,1932.5,6,4
0,0,283,283,283,0,3533.5688,9.333333,0,1,1
85.78125,220.24059,10800000,540194.94,576,827974.25,2.4869227,89.679245,85.78125,32,1
0,0,614,307,49,0,1628.6646,0,0,1,5
0,0,1078,539,2,0,927.6438,0,0,1,5
1932.5,2181.0083,98700000,14100000,1,4840.2764,0.060797255,851.4286,1932.5,6,4
12.533334,14.54975,6992202,874025.25,4,1418896,1.4771236,12,12.533334,15,1
6,0,1023095,511547.5,510703,1046.5181,2.9300795,3,6,3,1
12.533334,14.54975,6315149,789393.6,3,1229655.5,1.7151047,12.5,12.533334,15,1
12.533334,14.54975,5910726,738840.75,3,1204083.5,1.7347775,12.25,12.533334,15,1
85.78125,220.24059,11200000,557579.75,585,838811.94,2.44382,89.679245,85.78125,32,1
35,62.064484,198916,49729,70,113436.734,20.108992,39.22222,35,4,1
1656.4286,1757.579,85600000,9515732,3,183636.72,0.081735194,747.8823,1656.4286,7,4
42.333332,73.32349,6416,1604,3,2682.056,467.58105,36.875,42.333332,3,5
2900.25,3540.003,6026,3013,874,29556.832,66.22188,1661,2900.25,4,3
0,0,235,235,235,0,4255.3193,9.333333,0,1,1
6,0,18400000,18400000,18400000,0,0.10890406,3,6,2,5
1748.4952,335.99274,67900000,336298.8,887,483396.88,1.5455759,754.4643,1748.4952,105,6
2900.25,3540.003,29992,14996,3,261918.92,8.029,1661,2900.25,4,3
1656.4286,2119.4802,98200000,19600000,1,40100000,0.07131807,922.8461,1656.4286,7,4
44.666668,72.23111,68584,22861.334,19,46631.57,43.74198,48.714287,44.666668,3,1
12.533334,14.54975,5856894,732111.75,192,1145459,1.7917705,12.416667,12.533334,15,1
12.533334,14.54975,5770118,721264.75,48,1331437.4,1.590209,11.958333,12.533334,15,1
85.78125,220.24059,8723297,436164.84,570,687689.9,3.0578547,89.679245,85.78125,32,1
0,0,697,348.5,3,0,1434.7202,0,0,1,5
12.533334,14.54975,5540843,692605.4,49,1283064.8,1.6501926,12.166667,12.533334,15,1
12.533334,14.54975,6582214,822776.75,3,1264387.4,1.6038134,12,12.533334,15,1
0,0,251,251,251,0,3984.0637,9.333333,0,1,1
85.78125,220.24059,10400000,474424.62,387,809756,2.5248005,86.41818,85.78125,32,1
83.181816,217.28574,8957725,447886.25,234,700830.44,2.977922,88.01852,83.181816,33,1
12.533334,14.54975,5795785,724473.1,3,1277062,1.6413469,12.166667,12.533334,15,1
85.78125,220.24059,9352233,467611.66,242,711614.75,2.906637,89.679245,85.78125,32,1
2321.4,3173.3738,1579,789.5,296,881766.75,2.8290448,1454.125,2321.4,5,3
0,0,0,0,0,0,16129.032,0,0,1,1
